training_id,client_id,certificate_number,training_title,category,duration_hours,start_date,end_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
927,1927,CERT-2026-00927,UI/UX Bootcamp 927,UI/UX,27,2025-10-16,2025-10-23,COMPLETED,5,3,1,1,0.69,4.4,1.0,0.88,76.2,100.0,85.7,94.8,0,1,0,91.9,A,2025-10-26,2026-10-26,ISSUED,0.8075,1
930,1930,CERT-2026-00930,Mobile Bootcamp 930,Mobile,26,2025-12-23,2025-12-29,COMPLETED,7,4,1,2,0.63,4.8,1.0,1.0,97.5,94.5,100.0,100.0,7,1,3,97.4,A,2026-01-12,2027-01-12,ISSUED,0.9363,1
931,1931,CERT-2026-00931,Web Development Bootcamp 931,Web Development,42,2026-01-24,2026-02-03,COMPLETED,8,6,1,1,0.77,4.5,0.87,0.94,45.6,64.7,58.9,40.6,13,3,1,58.1,F,2026-02-16,2027-02-16,ISSUED,0.5673,1
932,1932,CERT-2026-00932,Web Development Bootcamp 932,Web Development,40,2026-03-05,2026-03-15,COMPLETED,8,6,1,1,0.77,,0.99,0.93,76.0,97.6,83.5,97.5,1,1,2,91.0,A,,,PENDING,0.6384,0
934,1934,CERT-2026-00934,Cybersecurity Bootcamp 934,Cybersecurity,67,2025-11-22,2025-12-09,COMPLETED,3,1,1,1,0.44,3.2,0.86,0.91,70.2,56.2,52.5,73.7,8,1,1,64.5,D,,,PENDING,0.2471,0
935,1935,CERT-2026-00935,Cloud Bootcamp 935,Cloud,40,2026-02-17,2026-02-27,COMPLETED,7,7,0,0,1.0,4.6,1.0,0.85,69.5,81.3,80.1,86.8,5,1,0,81.3,B,2026-03-06,2027-03-06,ISSUED,0.7114,1
937,1937,CERT-2026-00937,Cloud Bootcamp 937,Cloud,37,2025-10-13,2025-10-22,COMPLETED,3,2,1,0,0.74,2.6,0.62,0.89,47.9,47.7,46.3,45.9,7,2,1,48.7,F,,,REVOKED,0.087,0
939,1939,CERT-2026-00939,Cybersecurity Bootcamp 939,Cybersecurity,43,2026-01-28,2026-02-08,COMPLETED,7,2,1,4,0.34,3.7,0.77,0.96,47.8,67.3,31.0,41.6,3,0,1,54.8,F,2026-03-01,2027-03-01,ISSUED,0.5029,1
940,1940,CERT-2026-00940,Cybersecurity Bootcamp 940,Cybersecurity,67,2025-10-16,2025-11-02,COMPLETED,8,6,1,1,0.69,4.1,0.99,0.87,52.2,94.4,96.6,44.1,1,1,2,77.8,C,2025-11-21,2026-11-21,ISSUED,0.6236,1
941,1941,CERT-2026-00941,UI/UX Bootcamp 941,UI/UX,39,2026-02-19,2026-03-01,COMPLETED,6,4,1,1,0.59,4.2,1.0,0.88,100.0,95.1,100.0,86.7,1,0,1,96.0,A,2026-03-10,2027-03-10,ISSUED,0.918,1
942,1942,CERT-2026-00942,Cloud Bootcamp 942,Cloud,60,2025-11-09,2025-11-24,COMPLETED,7,4,2,1,0.56,4.9,1.0,1.0,82.1,82.6,70.7,83.2,0,3,1,82.7,B,2025-12-01,2026-12-01,ISSUED,0.8712,1
945,1945,CERT-2026-00945,Web Development Bootcamp 945,Web Development,34,2026-01-22,2026-01-30,COMPLETED,4,2,1,1,0.47,4.0,0.8,0.96,64.4,73.9,46.4,,0,1,2,65.5,D,2026-02-04,2027-02-04,ISSUED,0.4974,1
946,1946,CERT-2026-00946,Cloud Bootcamp 946,Cloud,44,2025-10-17,2025-10-28,COMPLETED,12,8,2,2,0.69,4.6,0.89,1.0,60.6,62.8,76.5,62.1,6,0,1,66.7,D,2025-10-31,2026-10-31,ISSUED,0.5867,1
947,1947,CERT-2026-00947,Cybersecurity Bootcamp 947,Cybersecurity,54,2025-12-27,2026-01-10,COMPLETED,11,7,1,3,0.66,3.9,1.0,0.96,78.9,67.8,97.6,94.9,15,0,1,82.0,B,2026-01-28,2027-01-28,ISSUED,0.6487,1
948,1948,CERT-2026-00948,Web Development Bootcamp 948,Web Development,30,2025-11-08,2025-11-16,COMPLETED,9,6,2,1,0.67,4.2,0.75,0.88,49.5,61.2,39.8,50.0,7,3,2,55.2,F,,,REVOKED,0.3881,0
950,1950,CERT-2026-00950,Cybersecurity Bootcamp 950,Cybersecurity,48,2025-10-14,2025-10-26,COMPLETED,7,5,1,1,0.68,4.0,0.79,0.81,29.4,64.5,52.1,46.0,7,1,1,53.5,F,,,REVOKED,0.4203,0
951,1951,CERT-2026-00951,Mobile Bootcamp 951,Mobile,44,2026-03-24,2026-04-04,COMPLETED,8,3,2,3,0.37,3.3,0.63,0.98,34.4,34.5,68.7,,0,3,0,45.4,F,,,REVOKED,0.1016,0
955,1955,CERT-2026-00955,Data Science Bootcamp 955,Data Science,52,2025-12-03,2025-12-16,COMPLETED,2,0,1,1,0.25,2.9,0.74,1.0,46.3,51.8,43.6,24.5,7,2,0,47.3,F,,,REVOKED,0.1063,0
957,1957,CERT-2026-00957,Cloud Bootcamp 957,Cloud,42,2026-01-19,2026-01-29,COMPLETED,9,2,3,4,0.25,3.2,0.96,0.87,86.1,64.2,69.5,,5,1,2,71.5,C,2026-02-02,2027-02-02,ISSUED,0.2763,1
958,1958,CERT-2026-00958,UI/UX Bootcamp 958,UI/UX,34,2026-01-19,2026-01-27,COMPLETED,10,9,1,0,0.91,4.6,0.96,0.92,85.4,100.0,61.7,93.8,6,0,0,90.0,A,2026-01-29,2027-01-29,ISSUED,0.9239,1
959,1959,CERT-2026-00959,Mobile Bootcamp 959,Mobile,33,2026-03-01,2026-03-09,COMPLETED,16,11,2,3,0.71,4.3,1.0,1.0,46.0,90.3,64.9,81.0,10,1,0,76.5,C,2026-03-21,2027-03-21,ISSUED,0.663,1
961,1961,CERT-2026-00961,Cloud Bootcamp 961,Cloud,59,2026-01-03,2026-01-18,COMPLETED,9,0,4,5,0.01,,0.75,0.96,61.0,53.3,72.7,59.5,5,1,0,60.9,D,,,PENDING,0.0746,0
962,1962,CERT-2026-00962,Web Development Bootcamp 962,Web Development,32,2026-04-02,2026-04-10,COMPLETED,13,8,2,3,0.6,4.2,0.97,0.95,61.9,89.4,82.4,42.7,5,2,3,75.7,C,2026-05-01,2027-05-01,ISSUED,0.7499,1
963,1963,CERT-2026-00963,Mobile Bootcamp 963,Mobile,29,2025-12-21,2025-12-28,COMPLETED,8,3,3,2,0.42,3.3,0.69,0.89,48.7,46.0,46.2,51.6,0,0,2,49.8,F,2026-01-02,2027-01-02,ISSUED,0.196,1
967,1967,CERT-2026-00967,Mobile Bootcamp 967,Mobile,20,2025-12-30,2026-01-04,COMPLETED,8,7,1,0,0.89,4.9,0.86,1.0,73.0,86.9,39.2,58.2,8,1,1,72.5,C,2026-01-22,2027-01-22,ISSUED,0.7594,1
972,1972,CERT-2026-00972,UI/UX Bootcamp 972,UI/UX,41,2025-11-10,2025-11-20,COMPLETED,10,4,4,2,0.38,4.0,0.84,0.9,61.8,58.4,63.6,47.9,1,1,0,60.8,D,,,PENDING,0.3445,0
974,1974,CERT-2026-00974,Cloud Bootcamp 974,Cloud,57,2025-10-16,2025-10-30,COMPLETED,5,4,0,1,0.84,4.2,0.82,0.82,64.9,71.9,66.1,76.0,3,1,3,71.2,C,2025-11-03,2026-11-03,ISSUED,0.5781,1
975,1975,CERT-2026-00975,Cloud Bootcamp 975,Cloud,42,2025-12-28,2026-01-07,COMPLETED,4,2,1,1,0.62,4.0,0.99,0.94,50.9,74.0,100.0,74.9,3,1,3,75.2,C,2026-01-18,2027-01-18,ISSUED,0.7184,1
976,1976,CERT-2026-00976,Data Science Bootcamp 976,Data Science,58,2025-12-01,2025-12-15,COMPLETED,8,5,2,1,0.59,3.5,0.73,0.91,43.0,55.7,26.0,,7,1,0,50.4,F,,,REVOKED,0.2853,0
979,1979,CERT-2026-00979,Data Science Bootcamp 979,Data Science,65,2025-10-11,2025-10-27,COMPLETED,6,5,0,1,0.82,4.5,0.86,0.98,64.5,61.1,77.3,100.0,3,1,4,72.8,C,2025-10-31,2026-10-31,ISSUED,0.8059,1
980,1980,CERT-2026-00980,Cloud Bootcamp 980,Cloud,52,2026-03-10,2026-03-23,COMPLETED,12,10,1,1,0.83,4.4,0.79,0.94,63.9,62.9,62.9,49.7,8,0,3,62.6,D,2026-04-12,2027-04-12,ISSUED,0.2564,1
981,1981,CERT-2026-00981,UI/UX Bootcamp 981,UI/UX,37,2025-12-24,2026-01-02,COMPLETED,6,2,1,3,0.4,3.8,0.92,1.0,84.8,72.9,51.0,72.7,0,0,0,74.3,C,,,PENDING,0.4525,0
982,1982,CERT-2026-00982,Data Science Bootcamp 982,Data Science,50,2026-02-28,2026-03-12,COMPLETED,7,7,0,0,0.93,5.0,0.9,0.93,67.6,72.9,67.1,69.5,2,1,0,72.1,C,2026-03-21,2027-03-21,ISSUED,0.5962,1
983,1983,CERT-2026-00983,Data Science Bootcamp 983,Data Science,57,2025-10-18,2025-11-01,COMPLETED,11,9,1,1,0.78,4.6,0.88,0.84,83.6,68.6,69.2,56.5,5,2,3,72.0,C,2025-11-09,2026-11-09,ISSUED,0.5481,1
984,1984,CERT-2026-00984,UI/UX Bootcamp 984,UI/UX,46,2025-12-17,2025-12-29,COMPLETED,8,7,0,1,0.83,4.1,0.81,0.9,65.8,76.0,68.8,61.2,11,0,4,70.9,C,2026-01-12,2027-01-12,ISSUED,0.5406,1
987,1987,CERT-2026-00987,Cloud Bootcamp 987,Cloud,45,2025-12-05,2025-12-16,COMPLETED,7,6,1,0,0.79,3.6,0.85,0.9,65.0,47.8,73.3,48.9,3,3,0,59.0,F,,,PENDING,0.1675,0
989,1989,CERT-2026-00989,Cybersecurity Bootcamp 989,Cybersecurity,55,2026-01-30,2026-02-13,COMPLETED,7,6,1,0,0.93,4.6,0.67,0.95,36.7,36.9,60.5,32.5,2,2,1,42.5,F,,,REVOKED,0.1435,0
991,1991,CERT-2026-00991,Web Development Bootcamp 991,Web Development,53,2026-03-12,2026-03-25,COMPLETED,5,4,0,1,0.7,4.4,0.92,0.93,73.7,71.6,78.9,62.1,5,0,2,73.6,C,2026-04-08,2027-04-08,ISSUED,0.6539,1
993,1993,CERT-2026-00993,Data Science Bootcamp 993,Data Science,77,2025-10-02,2025-10-21,COMPLETED,10,7,1,2,0.68,4.2,1.0,0.93,73.9,100.0,58.7,58.4,5,1,1,81.8,B,2025-10-30,2026-10-30,ISSUED,0.9507,1
994,1994,CERT-2026-00994,Data Science Bootcamp 994,Data Science,63,2025-11-03,2025-11-19,COMPLETED,8,5,1,2,0.56,4.0,0.93,0.89,68.7,58.6,91.7,60.1,0,1,3,69.1,D,2025-12-04,2026-12-04,ISSUED,0.6286,1
999,1999,CERT-2026-00999,Data Science Bootcamp 999,Data Science,74,2025-12-27,2026-01-14,COMPLETED,5,3,1,1,0.57,3.7,1.0,0.92,87.6,74.6,100.0,90.2,0,0,2,86.1,B,2026-01-30,2027-01-30,ISSUED,0.9067,1
1002,2002,CERT-2026-01002,Data Science Bootcamp 1002,Data Science,55,2025-10-21,2025-11-04,COMPLETED,3,2,1,0,0.63,4.2,0.84,0.96,60.0,77.4,76.8,81.9,1,2,2,74.9,C,2025-11-23,2026-11-23,ISSUED,0.457,1
1003,2003,CERT-2026-01003,Web Development Bootcamp 1003,Web Development,26,2026-03-11,2026-03-17,COMPLETED,8,5,1,2,0.57,4.7,0.85,1.0,67.1,64.5,70.6,41.4,3,1,3,64.3,D,,,PENDING,0.4532,0
1004,2004,CERT-2026-01004,Data Science Bootcamp 1004,Data Science,69,2026-01-08,2026-01-25,COMPLETED,9,4,3,2,0.42,3.5,0.8,0.97,40.3,57.7,65.2,40.5,4,2,0,54.4,F,,,REVOKED,0.2628,0
1005,2005,CERT-2026-01005,Cybersecurity Bootcamp 1005,Cybersecurity,53,2025-10-25,2025-11-07,COMPLETED,13,6,4,3,0.48,4.0,1.0,0.86,78.9,88.5,74.4,88.8,2,0,1,85.6,B,2025-11-26,2026-11-26,ISSUED,0.9289,1
1007,2007,CERT-2026-01007,Mobile Bootcamp 1007,Mobile,38,2026-04-01,2026-04-11,COMPLETED,9,6,2,1,0.68,4.9,0.96,0.97,70.4,93.5,62.2,79.1,8,1,2,82.0,B,,,PENDING,0.8018,0
1008,2008,CERT-2026-01008,Cybersecurity Bootcamp 1008,Cybersecurity,49,2025-10-16,2025-10-28,COMPLETED,16,14,1,1,0.87,4.8,0.87,0.85,76.5,95.3,69.9,84.5,15,5,0,85.0,B,2025-11-18,2026-11-18,ISSUED,0.8059,1
1010,2010,CERT-2026-01010,Data Science Bootcamp 1010,Data Science,51,2026-01-13,2026-01-26,COMPLETED,7,5,1,1,0.75,5.0,1.0,0.92,87.0,92.5,100.0,100.0,5,0,3,94.3,A,2026-02-03,2027-02-03,ISSUED,0.9648,1
1012,2012,CERT-2026-01012,Data Science Bootcamp 1012,Data Science,57,2026-01-04,2026-01-18,COMPLETED,10,7,1,2,0.73,3.7,1.0,0.85,92.8,89.9,94.0,88.6,14,2,2,91.9,A,,,PENDING,0.9149,0
1013,2013,CERT-2026-01013,UI/UX Bootcamp 1013,UI/UX,32,2026-02-21,2026-03-01,COMPLETED,6,4,1,1,0.74,4.5,0.93,1.0,98.1,94.2,73.1,93.9,0,0,2,91.9,A,2026-03-11,2027-03-11,ISSUED,0.8344,1
1015,2015,CERT-2026-01015,Web Development Bootcamp 1015,Web Development,38,2026-03-17,2026-03-27,COMPLETED,7,4,2,1,0.54,3.8,0.9,0.96,,55.9,57.4,31.9,0,0,0,55.3,F,,,REVOKED,0.176,0
1016,2016,CERT-2026-01016,UI/UX Bootcamp 1016,UI/UX,22,2025-12-01,2025-12-07,COMPLETED,6,4,1,1,0.67,3.9,0.7,0.91,45.7,22.5,86.7,47.2,0,2,0,45.3,F,,,REVOKED,0.0336,0
1019,2019,CERT-2026-01019,UI/UX Bootcamp 1019,UI/UX,52,2025-12-26,2026-01-08,COMPLETED,7,4,1,2,0.59,3.3,0.94,0.98,59.4,59.3,74.7,51.2,0,0,0,63.7,D,,,PENDING,0.2168,0
1020,2020,CERT-2026-01020,Cloud Bootcamp 1020,Cloud,50,2025-12-13,2025-12-25,COMPLETED,5,2,2,1,0.46,3.3,1.0,0.84,58.3,76.8,82.7,49.7,0,0,1,71.5,C,2025-12-28,2026-12-28,ISSUED,0.3757,1
1021,2021,CERT-2026-01021,Data Science Bootcamp 1021,Data Science,56,2026-01-25,2026-02-08,COMPLETED,9,8,0,1,0.85,3.8,0.7,0.99,53.0,60.8,52.1,52.3,5,2,0,57.4,F,,,REVOKED,0.4004,0
1023,2023,CERT-2026-01023,Web Development Bootcamp 1023,Web Development,25,2026-03-09,2026-03-15,COMPLETED,9,2,3,4,0.18,3.8,0.88,0.84,76.6,67.0,39.3,75.7,0,0,1,68.7,D,,,PENDING,0.6621,0
1026,2026,CERT-2026-01026,Web Development Bootcamp 1026,Web Development,34,2025-12-17,2025-12-25,COMPLETED,6,3,1,2,0.44,4.2,1.0,0.95,88.0,90.0,87.3,100.0,8,0,1,91.8,A,2026-01-12,2027-01-12,ISSUED,0.8728,1
1028,2028,CERT-2026-01028,Cybersecurity Bootcamp 1028,Cybersecurity,65,2025-12-05,2025-12-21,COMPLETED,10,7,2,1,0.7,4.7,0.98,0.89,,57.3,74.9,64.1,14,0,3,64.2,D,2026-01-01,2027-01-01,ISSUED,0.6102,1
1030,2030,CERT-2026-01030,Cybersecurity Bootcamp 1030,Cybersecurity,53,2025-10-17,2025-10-30,COMPLETED,14,14,0,0,0.99,5.0,0.95,0.91,48.4,46.0,74.4,63.5,9,0,2,58.2,F,,,PENDING,0.2,0
1031,2031,CERT-2026-01031,Cloud Bootcamp 1031,Cloud,46,2026-01-05,2026-01-17,COMPLETED,2,1,1,0,0.52,3.7,0.9,0.97,53.4,56.2,70.0,30.0,8,3,0,56.7,F,,,REVOKED,0.2355,0
1033,2033,CERT-2026-01033,Data Science Bootcamp 1033,Data Science,45,2025-12-10,2025-12-21,COMPLETED,10,5,2,3,0.52,3.2,0.79,0.92,38.1,42.3,40.2,47.8,3,3,0,45.6,F,,,REVOKED,0.0298,0
1040,2040,CERT-2026-01040,Cybersecurity Bootcamp 1040,Cybersecurity,56,2025-12-05,2025-12-19,COMPLETED,4,3,0,1,0.82,3.9,0.87,1.0,70.1,82.2,76.4,78.2,0,0,4,78.6,C,2025-12-23,2026-12-23,ISSUED,0.9214,1
1043,2043,CERT-2026-01043,Data Science Bootcamp 1043,Data Science,48,2025-10-11,2025-10-23,COMPLETED,9,6,1,2,0.69,4.2,0.85,0.93,62.4,70.4,79.5,,0,1,1,68.9,D,,,PENDING,0.2969,0
1048,2048,CERT-2026-01048,Web Development Bootcamp 1048,Web Development,40,2025-12-05,2025-12-15,COMPLETED,9,7,1,1,0.81,4.6,1.0,1.0,94.5,92.6,66.8,84.1,7,1,4,88.8,B,2025-12-27,2026-12-27,ISSUED,0.8775,1
1051,2051,CERT-2026-01051,UI/UX Bootcamp 1051,UI/UX,19,2026-01-10,2026-01-15,COMPLETED,6,5,0,1,0.76,4.2,0.82,0.86,34.3,55.0,66.6,58.2,2,0,0,55.3,F,,,REVOKED,0.3073,0
1054,2054,CERT-2026-01054,Cloud Bootcamp 1054,Cloud,51,2025-11-21,2025-12-04,COMPLETED,14,6,3,5,0.4,3.6,0.7,0.88,25.0,32.9,39.6,25.7,0,1,0,34.7,F,,,REVOKED,0.0716,0
1055,2055,CERT-2026-01055,Web Development Bootcamp 1055,Web Development,58,2026-03-28,2026-04-11,COMPLETED,8,5,1,2,0.58,3.4,0.71,1.0,32.8,32.6,25.8,47.0,1,3,0,37.8,F,,,REVOKED,0.0851,0
1056,2056,CERT-2026-01056,Data Science Bootcamp 1056,Data Science,59,2026-03-22,2026-04-06,COMPLETED,16,12,1,3,0.73,3.8,0.99,0.99,66.0,81.1,86.6,81.3,10,0,1,80.4,B,2026-04-22,2027-04-22,ISSUED,0.7389,1
1058,2058,CERT-2026-01058,Web Development Bootcamp 1058,Web Development,48,2026-03-15,2026-03-27,COMPLETED,6,3,1,2,0.53,4.1,0.79,0.91,89.1,83.9,84.7,68.0,1,2,0,82.1,B,,,PENDING,0.3543,0
1059,2059,CERT-2026-01059,Cloud Bootcamp 1059,Cloud,68,2026-01-06,2026-01-23,COMPLETED,5,2,2,1,0.49,4.4,0.69,0.92,63.2,51.5,30.0,39.0,9,1,0,50.8,F,,,REVOKED,0.0462,0
1060,2060,CERT-2026-01060,Cloud Bootcamp 1060,Cloud,55,2026-03-22,2026-04-05,COMPLETED,5,2,2,1,0.4,3.3,0.77,0.9,51.3,60.8,72.9,42.3,11,2,1,59.1,F,2026-04-20,2027-04-20,ISSUED,0.3046,1
1061,2061,CERT-2026-01061,UI/UX Bootcamp 1061,UI/UX,39,2025-12-18,2025-12-28,COMPLETED,8,8,0,0,1.0,4.4,0.86,0.9,57.3,64.5,73.3,55.3,9,0,2,64.8,D,,,PENDING,0.3007,0
1062,2062,CERT-2026-01062,Data Science Bootcamp 1062,Data Science,56,2025-12-03,2025-12-17,COMPLETED,11,6,2,3,0.58,4.3,0.9,1.0,83.4,98.6,80.8,88.8,14,1,3,90.3,A,,,PENDING,0.7976,0
1064,2064,CERT-2026-01064,UI/UX Bootcamp 1064,UI/UX,17,2026-03-12,2026-03-16,COMPLETED,4,3,0,1,0.64,5.0,0.94,0.9,88.5,90.3,78.6,90.0,1,3,2,88.6,B,2026-03-20,2027-03-20,ISSUED,0.6325,1
1066,2066,CERT-2026-01066,Data Science Bootcamp 1066,Data Science,52,2026-03-19,2026-04-01,COMPLETED,10,7,2,1,0.72,4.4,0.89,0.98,52.3,66.3,79.5,59.9,4,2,0,66.3,D,2026-04-14,2027-04-14,ISSUED,0.5241,1
1068,2068,CERT-2026-01068,Mobile Bootcamp 1068,Mobile,29,2026-01-12,2026-01-19,COMPLETED,6,2,1,3,0.33,,0.85,0.81,57.5,49.2,70.5,38.5,1,2,0,55.9,F,,,REVOKED,0.1331,0
1069,2069,CERT-2026-01069,Cloud Bootcamp 1069,Cloud,55,2026-03-06,2026-03-20,COMPLETED,8,4,1,3,0.51,4.0,0.81,0.92,55.3,63.6,85.6,80.5,4,2,0,69.3,D,,,PENDING,0.1195,0
1070,2070,CERT-2026-01070,Web Development Bootcamp 1070,Web Development,40,2025-12-21,2025-12-31,COMPLETED,6,4,1,1,0.74,3.9,0.68,0.95,40.4,42.2,46.4,26.7,4,3,1,42.5,F,2026-01-08,2027-01-08,ISSUED,0.0156,1
1072,2072,CERT-2026-01072,Cloud Bootcamp 1072,Cloud,47,2025-12-03,2025-12-15,COMPLETED,11,5,4,2,0.46,3.6,0.79,0.89,43.9,70.0,66.7,67.5,4,1,0,64.3,D,,,PENDING,0.2413,0
1073,2073,CERT-2026-01073,Cybersecurity Bootcamp 1073,Cybersecurity,73,2026-03-20,2026-04-07,COMPLETED,8,4,2,2,0.54,4.0,1.0,0.98,100.0,100.0,94.8,77.5,7,1,1,95.7,A,,,PENDING,0.907,0
1076,2076,CERT-2026-01076,Cybersecurity Bootcamp 1076,Cybersecurity,44,2026-01-13,2026-01-24,COMPLETED,10,7,1,2,0.71,5.0,0.88,0.95,51.9,49.2,50.2,48.0,0,3,0,53.6,F,2026-01-28,2027-01-28,ISSUED,0.2988,1
1077,2077,CERT-2026-01077,Web Development Bootcamp 1077,Web Development,53,2025-10-11,2025-10-24,COMPLETED,7,4,2,1,0.56,2.9,0.83,0.96,25.0,39.1,37.3,21.5,6,2,0,37.3,F,,,REVOKED,0.09,0
1078,2078,CERT-2026-01078,Data Science Bootcamp 1078,Data Science,65,2026-01-07,2026-01-23,COMPLETED,11,8,2,1,0.72,4.9,0.96,0.96,89.5,89.8,67.6,92.9,6,0,1,87.7,B,2026-01-26,2027-01-26,ISSUED,0.8671,1
1081,2081,CERT-2026-01081,Cloud Bootcamp 1081,Cloud,72,2025-10-16,2025-11-03,COMPLETED,12,4,3,5,0.37,4.2,0.94,1.0,87.8,95.9,54.2,96.6,6,0,3,88.2,B,2025-11-05,2026-11-05,ISSUED,0.9168,1
1082,2082,CERT-2026-01082,Mobile Bootcamp 1082,Mobile,40,2025-12-25,2026-01-04,COMPLETED,5,4,0,1,0.82,4.3,0.65,0.98,52.9,56.0,49.5,,9,2,1,55.1,F,2026-01-25,2027-01-25,ISSUED,0.3308,1
1084,2084,CERT-2026-01084,Mobile Bootcamp 1084,Mobile,47,2026-03-30,2026-04-11,COMPLETED,3,2,1,0,0.53,3.6,0.84,0.91,59.7,60.0,71.3,62.3,0,1,1,64.3,D,,,PENDING,0.4765,0
1086,2086,CERT-2026-01086,Mobile Bootcamp 1086,Mobile,39,2025-12-27,2026-01-06,COMPLETED,12,9,1,2,0.77,3.8,0.64,0.97,55.9,54.3,34.2,,4,2,1,52.9,F,,,REVOKED,0.2027,0
1087,2087,CERT-2026-01087,Mobile Bootcamp 1087,Mobile,52,2025-11-16,2025-11-29,COMPLETED,8,5,1,2,0.57,3.9,0.95,1.0,65.2,73.6,100.0,67.0,7,1,0,76.5,C,,,PENDING,0.336,0
1091,2091,CERT-2026-01091,Web Development Bootcamp 1091,Web Development,49,2026-02-17,2026-03-01,COMPLETED,8,6,1,1,0.74,4.0,0.84,1.0,68.5,93.2,56.8,44.2,0,3,0,73.9,C,2026-03-15,2027-03-15,ISSUED,0.4462,1
1093,2093,CERT-2026-01093,UI/UX Bootcamp 1093,UI/UX,39,2026-04-01,2026-04-11,COMPLETED,9,6,1,2,0.69,3.6,0.79,0.94,90.3,84.2,79.0,84.2,7,2,2,84.3,B,,,PENDING,0.3531,0
1094,2094,CERT-2026-01094,Mobile Bootcamp 1094,Mobile,44,2026-03-11,2026-03-22,COMPLETED,9,8,0,1,0.89,4.6,1.0,0.98,77.9,70.6,100.0,100.0,8,1,2,84.0,B,2026-04-03,2027-04-03,ISSUED,0.8402,1
1095,2095,CERT-2026-01095,Mobile Bootcamp 1095,Mobile,27,2026-03-21,2026-03-28,COMPLETED,7,4,2,1,0.62,4.2,0.95,1.0,93.0,81.3,90.7,100.0,12,2,0,89.6,B,2026-04-13,2027-04-13,ISSUED,0.8364,1
1096,2096,CERT-2026-01096,Mobile Bootcamp 1096,Mobile,35,2025-12-13,2025-12-22,COMPLETED,10,8,1,1,0.81,4.3,0.98,0.89,54.3,63.5,38.8,55.8,5,0,1,60.2,D,2026-01-10,2027-01-10,ISSUED,0.3577,1
1097,2097,CERT-2026-01097,Cybersecurity Bootcamp 1097,Cybersecurity,79,2026-01-12,2026-02-01,COMPLETED,5,2,1,2,0.32,3.7,0.96,0.95,78.0,71.8,75.2,85.2,5,0,1,78.2,C,2026-02-12,2027-02-12,ISSUED,0.6193,1
1099,2099,CERT-2026-01099,Cloud Bootcamp 1099,Cloud,55,2025-11-19,2025-12-03,COMPLETED,11,8,1,2,0.73,3.5,0.81,0.95,44.0,37.1,74.2,49.9,8,1,0,50.3,F,,,REVOKED,0.0221,0
1101,2101,CERT-2026-01101,Cybersecurity Bootcamp 1101,Cybersecurity,66,2025-11-06,2025-11-22,COMPLETED,6,3,1,2,0.46,4.2,1.0,0.83,87.3,84.4,51.5,59.9,8,1,2,78.1,C,,,PENDING,0.8299,0
1102,2102,CERT-2026-01102,Data Science Bootcamp 1102,Data Science,78,2025-11-07,2025-11-27,COMPLETED,5,3,1,1,0.62,4.1,0.73,0.94,43.1,69.0,54.6,34.4,9,0,0,56.1,F,,,REVOKED,0.1762,0
1103,2103,CERT-2026-01103,Cloud Bootcamp 1103,Cloud,52,2025-10-08,2025-10-21,COMPLETED,5,5,0,0,1.0,5.0,1.0,0.85,76.5,100.0,97.8,97.7,1,0,1,94.2,A,2025-10-31,2026-10-31,ISSUED,0.9331,1
1104,2104,CERT-2026-01104,Mobile Bootcamp 1104,Mobile,22,2026-02-20,2026-02-26,COMPLETED,8,6,1,1,0.72,4.1,1.0,0.9,92.4,84.8,100.0,,7,0,2,85.4,B,2026-02-28,2027-02-28,ISSUED,0.9206,1
1105,2105,CERT-2026-01105,Data Science Bootcamp 1105,Data Science,51,2026-01-23,2026-02-05,COMPLETED,3,1,1,1,0.32,3.4,1.0,0.83,96.8,98.1,100.0,75.0,7,0,2,94.6,A,2026-02-17,2027-02-17,ISSUED,0.916,1
1109,2109,CERT-2026-01109,Data Science Bootcamp 1109,Data Science,59,2025-11-22,2025-12-07,COMPLETED,7,6,0,1,0.87,,0.87,0.98,89.1,100.0,65.3,91.1,10,1,1,90.0,A,2025-12-27,2026-12-27,ISSUED,0.819,1
1112,2112,CERT-2026-01112,Cybersecurity Bootcamp 1112,Cybersecurity,42,2025-11-05,2025-11-15,COMPLETED,10,8,1,1,0.83,4.6,0.9,0.84,90.1,90.6,60.0,50.7,5,0,3,79.8,C,2025-11-30,2026-11-30,ISSUED,0.9015,1
1113,2113,CERT-2026-01113,Cloud Bootcamp 1113,Cloud,53,2025-12-16,2025-12-29,COMPLETED,7,5,1,1,0.75,3.0,0.97,0.94,47.7,59.0,41.2,37.4,5,1,0,54.4,F,,,REVOKED,0.2196,0
1115,2115,CERT-2026-01115,Web Development Bootcamp 1115,Web Development,33,2026-03-09,2026-03-17,COMPLETED,4,2,1,1,0.47,3.7,0.94,0.93,59.5,91.7,99.3,85.2,8,1,4,84.9,B,2026-03-31,2027-03-31,ISSUED,0.7499,1
1117,2117,CERT-2026-01117,Cloud Bootcamp 1117,Cloud,48,2025-12-29,2026-01-10,COMPLETED,9,4,2,3,0.44,3.5,0.77,0.91,39.0,56.7,54.6,74.3,4,1,2,57.4,F,,,REVOKED,0.2018,0
