training_id,client_id,certificate_number,training_title,category,duration_hours,training_duration_days,start_date,end_date,cancel_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,performance_index,engagement_index,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
404,1404,CERT-2026-00404,UI/UX Bootcamp 404,UI/UX,20,5,2025-10-10,2025-10-15,,COMPLETED,10,7,1,2,0.66,3.8,0.9,0.9,65.3,76.8,74.7,61.1,0,1,1,69.4,85.0,72.6,C,2025-10-30,2026-10-30,ISSUED,0.6256,1
405,1405,CERT-2026-00405,Mobile Bootcamp 405,Mobile,51,13,2026-04-10,2026-04-21,,ONGOING,6,4,1,1,0.64,3.7,0.95,0.67,84.3,,98.2,80.7,16,5,3,69.8,89.1,73.6,C,,,PENDING,0.0,0
406,1406,CERT-2026-00406,Cybersecurity Bootcamp 406,Cybersecurity,59,15,2025-01-08,2025-01-23,,COMPLETED,11,6,1,4,0.58,4.1,0.68,0.92,34.4,48.5,41.3,43.9,0,3,0,43.1,60.3,45.2,F,,,REVOKED,0.133,0
407,1407,CERT-2026-00407,Web Development Bootcamp 407,Web Development,44,11,2026-04-11,2026-04-23,,ONGOING,6,1,2,3,0.19,2.5,0.61,0.43,30.0,,18.0,31.2,20,2,0,41.1,50.6,41.3,F,,,PENDING,0.0,0
408,1408,CERT-2026-00408,Cloud Bootcamp 408,Cloud,43,11,2025-12-15,2025-12-26,,COMPLETED,12,7,2,3,0.61,4.0,1.0,0.87,93.7,97.5,85.8,100.0,0,2,4,97.0,91.8,95.7,A,2026-01-05,2027-01-05,ISSUED,0.8597,1
409,1409,CERT-2026-00409,Mobile Bootcamp 409,Mobile,42,10,2026-02-14,2026-02-24,,COMPLETED,5,2,1,2,0.37,3.7,0.6,0.93,30.0,47.3,17.0,38.8,0,2,1,40.0,49.8,39.3,F,,,REVOKED,0.0207,0
410,1410,CERT-2026-00410,Data Science Bootcamp 410,Data Science,74,18,2025-10-15,2025-11-02,,COMPLETED,10,4,3,3,0.4,3.6,1.0,0.91,88.5,79.2,94.0,81.9,0,2,1,82.7,94.7,85.2,B,2025-11-18,2026-11-18,ISSUED,0.8425,1
411,1411,CERT-2026-00411,Mobile Bootcamp 411,Mobile,41,10,2025-07-18,2025-07-28,,COMPLETED,21,18,2,1,0.87,5.0,0.97,0.81,67.6,72.5,100.0,74.5,0,0,2,71.5,98.6,76.9,C,,,PENDING,0.564,0
412,1412,CERT-2026-00412,Cloud Bootcamp 412,Cloud,37,9,2024-12-26,2025-01-04,,COMPLETED,4,3,1,0,0.79,5.0,1.0,0.92,100.0,100.0,100.0,100.0,0,2,4,100.0,96.8,100.0,A,2025-01-20,2026-01-20,EXPIRED,0.9489,1
413,1413,CERT-2026-00413,Mobile Bootcamp 413,Mobile,54,14,2026-01-09,2026-01-22,2026-01-22,CANCELLED,6,5,1,0,0.78,4.0,0.68,0.13,20.0,,71.0,39.9,23,2,1,40.3,72.2,47.0,F,,,REVOKED,0.0,0
414,1414,CERT-2026-00414,Data Science Bootcamp 414,Data Science,62,16,2026-04-05,2026-04-27,,ONGOING,2,2,0,0,0.81,4.6,0.89,0.68,55.4,,72.7,49.8,15,2,2,53.4,82.3,58.8,F,,,PENDING,0.0,0
415,1415,CERT-2026-00415,Mobile Bootcamp 415,Mobile,38,10,2024-10-15,2024-10-25,,COMPLETED,8,4,1,3,0.48,2.7,0.67,0.9,43.5,36.5,39.9,33.8,0,1,0,37.9,62.5,40.6,F,,,REVOKED,0.0532,0
416,1416,CERT-2026-00416,Data Science Bootcamp 416,Data Science,54,14,2024-10-14,2024-10-28,,COMPLETED,9,5,2,2,0.61,3.7,1.0,0.91,72.1,69.2,64.4,89.6,0,0,2,75.2,87.5,74.6,C,2024-11-15,2025-11-15,EXPIRED,0.736,1
417,1417,CERT-2026-00417,Web Development Bootcamp 417,Web Development,42,10,2026-04-11,2026-04-22,,ONGOING,4,2,1,1,0.58,4.3,0.91,0.55,69.3,,56.8,66.2,18,1,1,61.6,79.2,62.7,D,,,PENDING,0.0,0
418,1418,CERT-2026-00418,Web Development Bootcamp 418,Web Development,55,14,2024-11-05,2024-11-19,,COMPLETED,6,4,1,1,0.62,3.7,0.88,0.95,78.4,68.4,48.3,70.3,0,0,2,71.9,76.5,70.2,C,,,PENDING,0.4796,0
419,1419,CERT-2026-00419,Web Development Bootcamp 419,Web Development,49,12,2026-04-06,2026-04-19,,ONGOING,3,1,1,1,0.45,3.7,1.0,0.73,75.9,,85.0,92.5,9,0,1,70.2,94.8,72.0,C,,,PENDING,0.0,0
420,1420,CERT-2026-00420,Cybersecurity Bootcamp 420,Cybersecurity,67,17,2024-12-28,2025-01-14,,COMPLETED,13,5,5,3,0.38,3.9,0.67,0.86,52.3,46.5,18.4,49.5,0,0,1,49.0,56.6,46.6,F,,,REVOKED,0.0933,0
421,1421,CERT-2026-00421,Mobile Bootcamp 421,Mobile,18,4,2026-04-10,2026-04-21,,ONGOING,6,4,1,1,0.69,,0.85,0.76,53.0,,63.7,51.5,15,1,2,53.1,78.9,57.1,F,,,PENDING,0.0,0
422,1422,CERT-2026-00422,Cybersecurity Bootcamp 422,Cybersecurity,54,14,2026-04-11,2026-04-23,,ONGOING,7,5,1,1,0.66,4.6,0.94,0.45,57.3,,66.2,68.7,12,1,2,58.7,83.9,61.5,D,,,PENDING,0.0,0
423,1423,CERT-2026-00423,Cybersecurity Bootcamp 423,Cybersecurity,58,14,2026-03-11,2026-03-18,2026-03-18,CANCELLED,1,1,0,0,0.5,3.5,0.99,0.49,57.1,,80.7,66.8,11,0,3,58.1,92.8,63.3,D,,,REVOKED,0.0,0
424,1424,CERT-2026-00424,UI/UX Bootcamp 424,UI/UX,41,10,2025-12-10,2025-12-13,2025-12-13,CANCELLED,2,2,0,0,0.83,4.0,0.74,0.27,43.5,,64.8,56.8,22,0,0,51.6,76.0,54.8,F,,,REVOKED,0.0,0
425,1425,CERT-2026-00425,UI/UX Bootcamp 425,UI/UX,52,13,2026-04-08,2026-04-22,,ONGOING,2,1,1,0,0.53,4.0,1.0,0.62,100.0,,100.0,100.0,21,2,4,79.3,96.8,80.7,B,,,PENDING,0.0,0
426,1426,CERT-2026-00426,Web Development Bootcamp 426,Web Development,41,10,2025-05-22,2025-06-01,,COMPLETED,13,9,2,2,0.68,,0.83,0.88,89.1,86.4,76.5,,0,2,2,80.1,80.9,81.6,B,,,PENDING,0.5447,0
427,1427,CERT-2026-00427,Cloud Bootcamp 427,Cloud,55,14,2024-11-13,2024-11-27,,COMPLETED,13,7,3,3,0.51,3.9,0.82,0.91,55.4,64.4,67.2,51.1,0,1,1,58.4,78.8,62.1,D,,,PENDING,0.542,0
428,1428,CERT-2026-00428,Cybersecurity Bootcamp 428,Cybersecurity,37,9,2025-11-16,2025-11-25,,COMPLETED,8,4,3,1,0.49,,0.68,0.85,48.1,55.3,44.8,52.4,0,2,0,52.4,63.1,52.9,F,,,PENDING,0.2194,0
429,1429,CERT-2026-00429,Cybersecurity Bootcamp 429,Cybersecurity,60,15,2026-04-24,2026-05-09,,UPCOMING,4,1,2,1,0.37,3.4,0.71,0.02,,,53.2,,31,3,0,55.6,65.8,56.3,F,,,PENDING,0.0,0
430,1430,CERT-2026-00430,Web Development Bootcamp 430,Web Development,36,9,2026-05-30,2026-06-08,,UPCOMING,5,2,1,2,0.36,3.2,0.76,0.05,,,46.7,,14,0,2,55.6,70.5,55.9,F,,,PENDING,0.0,0
431,1431,CERT-2026-00431,Web Development Bootcamp 431,Web Development,32,8,2026-04-11,2026-04-22,,ONGOING,2,2,0,0,0.85,4.7,0.82,0.66,59.3,,85.4,66.9,14,2,1,58.8,83.6,63.1,D,,,PENDING,0.0,0
432,1432,CERT-2026-00432,Data Science Bootcamp 432,Data Science,43,11,2025-11-23,2025-12-03,2025-12-03,CANCELLED,4,4,0,0,1.0,5.0,0.88,0.59,67.7,,94.7,91.0,1,0,2,67.4,92.7,70.1,C,,,REVOKED,0.0,0
433,1433,CERT-2026-00433,UI/UX Bootcamp 433,UI/UX,46,12,2025-10-05,2025-10-17,,COMPLETED,7,3,2,2,0.46,,0.81,0.89,56.3,69.8,28.9,52.6,0,2,0,61.4,63.4,60.1,D,,,PENDING,0.2458,0
434,1434,CERT-2026-00434,Mobile Bootcamp 434,Mobile,32,8,2025-02-28,2025-03-08,,COMPLETED,8,7,1,0,0.84,5.0,1.0,0.88,72.2,93.1,92.4,88.8,0,2,2,85.8,94.1,87.9,B,2025-04-07,2026-04-07,EXPIRED,0.6246,1
435,1435,CERT-2026-00435,Cybersecurity Bootcamp 435,Cybersecurity,38,10,2025-04-12,2025-04-22,,COMPLETED,8,5,2,1,0.61,4.5,0.86,0.97,50.5,50.1,63.3,61.9,0,2,1,53.2,77.7,56.3,F,,,PENDING,0.1584,0
436,1436,CERT-2026-00436,Mobile Bootcamp 436,Mobile,31,8,2026-04-12,2026-04-21,,ONGOING,6,4,1,1,0.67,,1.0,0.55,90.3,,100.0,95.3,4,1,6,75.2,98.4,77.7,C,,,PENDING,0.0,0
437,1437,CERT-2026-00437,Data Science Bootcamp 437,Data Science,46,12,2025-09-22,2025-10-01,2025-10-01,CANCELLED,6,4,1,1,0.68,4.7,0.87,0.22,49.3,,71.8,73.3,17,0,1,57.4,84.3,60.4,D,,,REVOKED,0.0,0
438,1438,CERT-2026-00438,Web Development Bootcamp 438,Web Development,33,8,2026-03-15,2026-03-18,2026-03-18,CANCELLED,4,3,0,1,0.66,3.9,0.98,0.36,61.2,,69.2,66.4,20,1,2,59.3,86.7,62.8,D,,,REVOKED,0.0,0
439,1439,CERT-2026-00439,UI/UX Bootcamp 439,UI/UX,29,7,2026-04-09,2026-04-24,,ONGOING,8,5,2,1,0.62,4.1,0.9,0.81,76.6,,59.4,69.5,18,0,0,64.7,81.3,65.1,D,,,PENDING,0.0,0
440,1440,CERT-2026-00440,Cybersecurity Bootcamp 440,Cybersecurity,63,16,2026-04-09,2026-04-27,,ONGOING,4,2,1,1,0.47,3.9,0.69,0.52,49.1,,22.9,50.4,15,1,0,51.6,57.5,49.8,F,,,PENDING,0.0,0
441,1441,CERT-2026-00441,Web Development Bootcamp 441,Web Development,49,12,2026-05-12,2026-05-24,,UPCOMING,2,2,0,0,0.9,3.9,0.85,0.07,,,78.1,,23,1,1,55.6,84.0,60.4,D,,,PENDING,0.0,0
442,1442,CERT-2026-00442,Web Development Bootcamp 442,Web Development,45,11,2026-05-17,2026-05-28,,UPCOMING,3,2,1,0,0.77,3.2,0.79,0.06,,,56.0,,23,1,0,55.6,73.6,57.3,F,,,PENDING,0.0,0
443,1443,CERT-2026-00443,Mobile Bootcamp 443,Mobile,30,8,2026-05-03,2026-05-11,,UPCOMING,4,3,1,0,0.75,4.8,0.91,0.01,,,53.7,,36,2,1,55.6,76.5,58.0,F,,,PENDING,0.0,0
444,1444,CERT-2026-00444,Cybersecurity Bootcamp 444,Cybersecurity,66,16,2025-12-20,2026-01-05,,COMPLETED,8,6,1,1,0.77,4.6,1.0,0.84,86.2,81.0,89.7,,0,0,4,76.8,96.4,81.6,B,2026-01-29,2027-01-29,ISSUED,0.7851,1
445,1445,CERT-2026-00445,Web Development Bootcamp 445,Web Development,36,9,2025-04-13,2025-04-22,,COMPLETED,9,4,2,3,0.47,3.9,1.0,0.98,90.8,94.6,100.0,100.0,0,0,3,94.8,100.0,95.5,A,2025-04-29,2026-04-29,ISSUED,0.8065,1
446,1446,CERT-2026-00446,Data Science Bootcamp 446,Data Science,51,13,2026-04-07,2026-05-01,,ONGOING,4,2,1,1,0.49,3.3,0.8,0.53,52.1,,60.5,45.7,17,1,1,51.4,75.6,55.2,F,,,PENDING,0.0,0
447,1447,CERT-2026-00447,Mobile Bootcamp 447,Mobile,50,12,2026-04-12,2026-04-20,,ONGOING,2,1,0,1,0.74,4.8,0.95,0.63,99.1,,90.2,89.3,22,0,1,76.4,94.3,77.4,C,,,PENDING,0.0,0
448,1448,CERT-2026-00448,Mobile Bootcamp 448,Mobile,40,10,2026-05-31,2026-06-10,,UPCOMING,4,3,0,1,0.81,5.0,1.0,0.04,,,85.2,,24,0,3,55.6,94.8,62.5,D,,,PENDING,0.0,0
449,1449,CERT-2026-00449,Cloud Bootcamp 449,Cloud,59,15,2026-04-11,2026-04-28,,ONGOING,1,0,1,0,0.46,3.2,0.61,0.71,64.4,,29.8,61.8,15,1,2,59.1,56.3,55.2,F,,,PENDING,0.0,0
450,1450,CERT-2026-00450,Mobile Bootcamp 450,Mobile,42,10,2026-04-11,2026-04-21,,ONGOING,4,2,1,1,0.57,3.7,1.0,0.7,94.4,,80.9,77.9,14,0,3,72.1,93.3,74.0,C,,,PENDING,0.0,0
451,1451,CERT-2026-00451,Cloud Bootcamp 451,Cloud,70,18,2025-04-17,2025-05-05,,COMPLETED,14,7,3,4,0.51,,0.86,0.92,84.9,88.2,74.0,84.1,0,0,2,86.2,84.6,85.0,B,2025-05-19,2026-05-19,ISSUED,0.7615,1
452,1452,CERT-2026-00452,Web Development Bootcamp 452,Web Development,41,10,2025-08-01,2025-08-11,,COMPLETED,12,9,1,2,0.72,4.4,0.87,1.0,78.7,66.4,87.9,82.0,0,1,0,74.0,88.3,75.8,C,,,PENDING,0.3504,0
453,1453,CERT-2026-00453,Cloud Bootcamp 453,Cloud,41,10,2025-09-12,2025-09-16,2025-09-16,CANCELLED,3,2,0,1,0.75,4.7,0.75,0.04,49.5,,68.5,,24,1,0,53.6,76.1,56.9,F,,,REVOKED,0.0,0
454,1454,CERT-2026-00454,Mobile Bootcamp 454,Mobile,40,10,2026-03-03,2026-03-13,,COMPLETED,8,4,2,2,0.44,4.4,1.0,0.9,73.8,85.7,74.9,67.3,0,0,4,77.5,91.2,80.1,B,,,PENDING,0.5246,0
455,1455,CERT-2026-00455,Data Science Bootcamp 455,Data Science,56,14,2024-09-22,2024-10-06,,COMPLETED,10,8,1,1,0.85,3.7,0.94,0.89,54.3,72.8,72.5,61.8,0,1,2,64.5,86.1,68.5,D,2024-11-04,2025-11-04,EXPIRED,0.4155,1
456,1456,CERT-2026-00456,Web Development Bootcamp 456,Web Development,36,9,2025-11-18,2025-11-27,,COMPLETED,9,5,2,2,0.58,3.4,0.92,0.94,54.1,79.0,74.3,66.9,0,3,0,68.5,82.6,71.8,C,,,PENDING,0.2534,0
457,1457,CERT-2026-00457,Web Development Bootcamp 457,Web Development,31,8,2026-04-09,2026-04-19,,ONGOING,2,1,1,0,0.35,3.0,0.63,0.47,29.8,,41.9,25.6,10,5,1,39.6,55.0,43.5,F,,,PENDING,0.0,0
458,1458,CERT-2026-00458,Data Science Bootcamp 458,Data Science,57,14,2025-01-02,2025-01-16,,COMPLETED,15,6,3,6,0.43,4.3,0.95,1.0,81.6,99.9,80.5,100.0,0,0,6,94.4,90.9,92.8,A,2025-02-12,2026-02-12,EXPIRED,0.9066,1
459,1459,CERT-2026-00459,Cloud Bootcamp 459,Cloud,60,15,2025-04-27,2025-05-12,,COMPLETED,5,5,0,0,0.92,5.0,1.0,0.96,74.9,83.6,83.7,68.8,0,1,1,77.3,92.7,80.8,B,2025-05-28,2026-05-28,ISSUED,0.6242,1
460,1460,CERT-2026-00460,Data Science Bootcamp 460,Data Science,72,18,2025-01-01,2025-01-19,,COMPLETED,9,6,2,1,0.63,3.5,0.88,0.99,76.7,86.6,84.1,68.8,0,1,5,79.2,87.4,81.5,B,2025-01-25,2026-01-25,EXPIRED,0.6506,1
461,1461,CERT-2026-00461,Cybersecurity Bootcamp 461,Cybersecurity,48,12,2025-03-01,2025-03-13,,COMPLETED,8,7,0,1,0.92,4.8,0.65,0.91,51.4,39.7,49.9,39.2,0,0,0,43.1,66.7,45.7,F,,,REVOKED,0.2995,0
462,1462,CERT-2026-00462,Cloud Bootcamp 462,Cloud,32,8,2026-04-09,2026-04-27,,ONGOING,1,1,0,0,0.81,4.1,0.87,0.49,68.3,,63.7,51.9,5,1,2,57.8,79.8,60.9,D,,,PENDING,0.0,0
463,1463,CERT-2026-00463,Data Science Bootcamp 463,Data Science,39,10,2026-04-07,2026-04-27,,ONGOING,3,2,0,1,0.51,3.8,0.79,0.66,43.3,,49.4,,13,0,0,51.8,72.8,53.4,F,,,PENDING,0.0,0
464,1464,CERT-2026-00464,Web Development Bootcamp 464,Web Development,36,9,2024-11-15,2024-11-24,,COMPLETED,11,6,1,4,0.54,3.6,0.77,0.94,68.3,72.2,73.8,67.7,0,2,3,69.9,77.3,71.2,C,,,PENDING,0.3559,0
465,1465,CERT-2026-00465,Data Science Bootcamp 465,Data Science,58,14,2026-03-17,2026-03-31,,COMPLETED,9,7,1,1,0.79,4.6,0.8,0.95,59.3,67.2,91.7,70.7,0,1,1,65.7,86.5,69.8,D,2026-04-30,2027-04-30,ISSUED,0.6791,1
466,1466,CERT-2026-00466,Web Development Bootcamp 466,Web Development,37,9,2025-04-29,2025-05-08,,COMPLETED,8,5,1,2,0.6,4.3,0.66,0.95,62.0,58.9,30.0,50.3,0,1,3,57.7,58.6,55.5,F,2025-05-29,2026-05-29,ISSUED,0.2271,1
467,1467,CERT-2026-00467,Cybersecurity Bootcamp 467,Cybersecurity,41,10,2025-06-01,2025-06-11,,COMPLETED,9,5,2,2,0.53,3.2,0.76,0.85,29.5,55.7,79.4,45.4,0,1,2,45.3,80.4,52.4,F,,,REVOKED,0.3262,0
468,1468,CERT-2026-00468,Data Science Bootcamp 468,Data Science,74,18,2025-10-29,2025-11-16,,COMPLETED,8,6,1,1,0.73,3.9,0.74,0.9,58.2,58.9,48.6,43.7,0,6,2,54.9,60.7,56.6,F,,,PENDING,0.3543,0
469,1469,CERT-2026-00469,UI/UX Bootcamp 469,UI/UX,36,9,2026-03-21,2026-03-28,2026-03-28,CANCELLED,0,0,0,0,0.0,,0.72,0.39,46.0,,65.0,55.9,23,2,1,52.1,72.0,55.1,F,,,REVOKED,0.0,0
470,1470,CERT-2026-00470,Mobile Bootcamp 470,Mobile,51,13,2024-08-07,2024-08-20,,COMPLETED,10,6,2,2,0.62,4.2,0.83,0.89,100.0,78.2,86.9,79.7,0,0,1,85.1,87.8,85.1,B,2024-09-15,2025-09-15,EXPIRED,0.5605,1
471,1471,CERT-2026-00471,Mobile Bootcamp 471,Mobile,45,11,2026-01-22,2026-01-27,2026-01-27,CANCELLED,2,1,0,1,0.67,3.6,1.0,0.34,47.8,,79.5,68.6,4,1,2,55.8,91.2,61.3,D,,,REVOKED,0.0,0
472,1472,CERT-2026-00472,Cybersecurity Bootcamp 472,Cybersecurity,45,11,2024-10-19,2024-10-30,,COMPLETED,13,4,5,4,0.34,3.3,0.85,0.86,69.1,62.2,49.7,58.5,0,2,0,63.3,72.4,63.7,D,2024-11-14,2025-11-14,EXPIRED,0.2701,1
473,1473,CERT-2026-00473,Cloud Bootcamp 473,Cloud,44,11,2025-12-24,2026-01-01,2026-01-01,CANCELLED,3,2,1,0,0.6,4.4,0.85,0.13,55.2,,66.1,72.9,20,2,2,59.1,78.2,60.9,D,,,REVOKED,0.0,0
474,1474,CERT-2026-00474,Web Development Bootcamp 474,Web Development,32,8,2025-11-18,2025-11-26,,COMPLETED,7,4,1,2,0.61,3.5,0.73,0.93,53.4,62.8,51.0,63.9,0,1,0,60.3,69.1,60.1,D,2025-12-18,2026-12-18,ISSUED,0.6119,1
475,1475,CERT-2026-00475,Cybersecurity Bootcamp 475,Cybersecurity,60,15,2025-04-19,2025-05-04,,COMPLETED,11,8,1,2,0.69,4.7,0.87,0.93,62.6,54.2,75.9,84.4,0,1,1,64.3,84.1,65.7,D,,,PENDING,0.275,0
476,1476,CERT-2026-00476,UI/UX Bootcamp 476,UI/UX,41,10,2026-03-20,2026-03-30,,COMPLETED,10,9,0,1,0.9,5.0,1.0,1.0,85.2,91.8,84.2,86.5,0,0,3,88.5,94.5,89.2,B,2026-04-03,2027-04-03,ISSUED,0.7469,1
477,1477,CERT-2026-00477,Web Development Bootcamp 477,Web Development,60,15,2024-08-23,2024-09-07,,COMPLETED,9,6,2,1,0.65,3.2,0.64,0.88,41.8,68.0,20.6,40.9,0,2,0,53.4,52.8,51.9,F,,,PENDING,0.2404,0
478,1478,CERT-2026-00478,Mobile Bootcamp 478,Mobile,30,8,2024-10-13,2024-10-21,,COMPLETED,4,2,1,1,0.6,4.1,0.87,0.83,68.4,67.1,56.0,65.4,0,1,0,67.1,77.2,67.4,D,,,PENDING,0.4172,0
479,1479,CERT-2026-00479,Web Development Bootcamp 479,Web Development,39,10,2025-10-28,2025-11-07,,COMPLETED,5,2,2,1,0.36,3.6,0.73,0.89,38.0,40.0,57.8,34.9,0,1,0,38.1,71.5,43.6,F,,,REVOKED,0.2241,0
480,1480,CERT-2026-00480,Data Science Bootcamp 480,Data Science,52,13,2026-02-22,2026-03-07,,COMPLETED,10,7,2,1,0.68,4.2,0.84,1.0,,94.3,59.0,71.1,0,0,3,77.0,78.4,76.8,C,2026-04-01,2027-04-01,ISSUED,0.7565,1
481,1481,CERT-2026-00481,Web Development Bootcamp 481,Web Development,40,10,2025-06-06,2025-06-16,,COMPLETED,10,5,3,2,0.48,4.2,0.92,1.0,100.0,90.5,81.3,100.0,0,4,3,95.7,83.5,93.1,A,2025-07-08,2026-07-08,ISSUED,0.8231,1
482,1482,CERT-2026-00482,Mobile Bootcamp 482,Mobile,29,7,2026-02-07,2026-02-14,,COMPLETED,6,4,1,1,0.71,4.3,0.99,0.95,73.7,82.5,89.6,49.2,0,1,3,71.5,94.3,77.9,C,,,PENDING,0.6341,0
483,1483,CERT-2026-00483,Cloud Bootcamp 483,Cloud,42,10,2026-04-12,2026-04-19,,ONGOING,2,1,1,0,0.64,4.9,0.94,0.44,55.6,,45.2,56.7,10,3,5,55.2,73.3,56.9,F,,,PENDING,0.0,0
484,1484,CERT-2026-00484,Web Development Bootcamp 484,Web Development,36,9,2026-04-12,2026-04-26,,ONGOING,3,3,0,0,0.97,4.9,0.91,0.67,92.0,,88.7,61.4,12,2,0,67.2,88.8,71.3,C,,,PENDING,0.0,0
485,1485,CERT-2026-00485,Mobile Bootcamp 485,Mobile,23,6,2025-11-18,2025-11-24,,COMPLETED,7,4,2,1,0.62,3.6,1.0,1.0,100.0,100.0,100.0,100.0,0,0,2,100.0,100.0,100.0,A,2025-12-20,2026-12-20,ISSUED,0.8874,1
486,1486,CERT-2026-00486,Mobile Bootcamp 486,Mobile,45,11,2024-10-22,2024-11-02,,COMPLETED,10,7,1,2,0.68,4.6,0.69,0.95,37.6,46.0,55.9,22.4,0,3,0,37.6,65.8,43.7,F,,,REVOKED,0.1036,0
487,1487,CERT-2026-00487,Web Development Bootcamp 487,Web Development,31,8,2026-04-11,2026-04-26,,ONGOING,5,5,0,0,1.0,5.0,1.0,0.67,100.0,,100.0,84.1,16,0,1,75.3,100.0,78.5,C,,,PENDING,0.0,0
488,1488,CERT-2026-00488,Data Science Bootcamp 488,Data Science,64,16,2025-12-06,2025-12-09,2025-12-09,CANCELLED,4,0,2,2,0.04,3.3,0.71,0.29,38.6,,53.8,52.7,11,3,0,49.1,66.0,51.5,F,,,REVOKED,0.0,0
489,1489,CERT-2026-00489,UI/UX Bootcamp 489,UI/UX,32,8,2025-04-27,2025-05-05,,COMPLETED,13,11,1,1,0.85,4.7,1.0,1.0,92.6,100.0,100.0,98.6,0,3,4,97.4,95.2,98.0,A,2025-05-22,2026-05-22,ISSUED,0.7286,1
490,1490,CERT-2026-00490,Mobile Bootcamp 490,Mobile,35,9,2025-06-13,2025-06-22,,COMPLETED,8,3,2,3,0.44,3.9,0.78,0.91,62.8,77.4,55.0,,0,1,1,68.2,72.8,68.5,D,,,PENDING,0.4615,0
491,1491,CERT-2026-00491,Web Development Bootcamp 491,Web Development,17,4,2026-05-01,2026-05-05,,UPCOMING,7,4,1,2,0.63,3.9,1.0,0.03,,,84.5,,28,0,2,55.6,94.6,62.4,D,,,PENDING,0.0,0
492,1492,CERT-2026-00492,Data Science Bootcamp 492,Data Science,62,16,2026-04-08,2026-05-02,,ONGOING,4,2,1,1,0.51,3.4,0.81,0.56,45.3,,48.4,48.2,16,0,1,49.9,73.4,52.6,F,,,PENDING,0.0,0
493,1493,CERT-2026-00493,Data Science Bootcamp 493,Data Science,54,14,2026-01-21,2026-02-04,,COMPLETED,7,5,1,1,0.72,3.8,0.89,0.81,49.6,50.5,71.7,56.6,0,0,1,51.8,85.1,56.8,F,,,REVOKED,0.2504,0
494,1494,CERT-2026-00494,Web Development Bootcamp 494,Web Development,32,8,2025-11-13,2025-11-16,2025-11-16,CANCELLED,5,3,1,1,0.61,4.5,0.86,0.24,46.7,,87.8,,10,1,1,52.8,87.8,59.4,F,,,REVOKED,0.0,0
495,1495,CERT-2026-00495,Web Development Bootcamp 495,Web Development,34,8,2026-04-26,2026-05-04,,UPCOMING,4,3,0,1,0.64,3.9,0.83,0.06,,,67.6,,30,0,1,55.6,81.0,59.0,F,,,PENDING,0.0,0
496,1496,CERT-2026-00496,Mobile Bootcamp 496,Mobile,47,12,2026-04-09,2026-04-26,,ONGOING,5,3,1,1,0.6,3.6,0.87,0.24,68.0,,60.6,76.5,19,3,0,63.8,75.6,63.9,D,,,PENDING,0.0,0
497,1497,CERT-2026-00497,Data Science Bootcamp 497,Data Science,47,12,2025-09-04,2025-09-16,,COMPLETED,10,7,1,2,0.66,3.1,0.92,0.85,70.6,82.2,68.6,69.0,0,2,3,75.4,82.2,76.7,C,2025-10-15,2026-10-15,ISSUED,0.7069,1
498,1498,CERT-2026-00498,Cloud Bootcamp 498,Cloud,47,12,2025-02-20,2025-03-04,,COMPLETED,8,3,1,4,0.38,3.2,0.6,0.94,40.7,57.7,39.4,42.4,0,1,0,48.8,59.2,49.5,F,,,REVOKED,0.2872,0
499,1499,CERT-2026-00499,UI/UX Bootcamp 499,UI/UX,33,8,2025-09-06,2025-09-14,,COMPLETED,11,9,1,1,0.81,4.8,0.93,0.96,88.8,93.4,77.4,81.0,0,3,6,88.9,84.1,88.6,B,,,PENDING,0.7495,0
500,1500,CERT-2026-00500,Web Development Bootcamp 500,Web Development,40,10,2026-04-10,2026-04-23,,ONGOING,4,3,0,1,0.71,4.2,0.97,0.82,66.3,,99.7,75.9,20,3,3,63.2,93.7,68.9,D,,,PENDING,0.0,0
501,1501,CERT-2026-00501,Mobile Bootcamp 501,Mobile,28,7,2024-12-07,2024-12-14,,COMPLETED,13,8,2,3,0.64,4.3,0.85,0.87,46.3,66.7,73.0,38.1,0,4,0,53.4,77.4,60.0,D,,,PENDING,0.208,0
502,1502,CERT-2026-00502,Cybersecurity Bootcamp 502,Cybersecurity,55,14,2026-05-09,2026-05-23,,UPCOMING,5,2,1,2,0.43,3.6,0.76,0.08,,,80.1,,26,3,5,55.6,77.4,59.9,F,,,PENDING,0.0,0
503,1503,CERT-2026-00503,Cybersecurity Bootcamp 503,Cybersecurity,56,14,2025-03-22,2025-04-05,,COMPLETED,13,9,2,2,0.68,4.2,0.82,1.0,37.7,70.6,84.4,60.7,0,1,1,58.3,84.8,63.9,D,2025-04-24,2026-04-24,ISSUED,0.3493,1
504,1504,CERT-2026-00504,Data Science Bootcamp 504,Data Science,47,12,2026-05-18,2026-05-30,,UPCOMING,0,0,0,0,0.0,,0.97,0.06,,,84.0,,22,2,5,55.6,89.8,62.1,D,,,PENDING,0.0,0
505,1505,CERT-2026-00505,Web Development Bootcamp 505,Web Development,66,16,2025-05-06,2025-05-22,,COMPLETED,14,9,2,3,0.63,3.9,0.76,0.96,57.7,58.7,86.8,59.2,0,1,0,58.5,83.0,63.3,D,,,PENDING,0.3138,0
